# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
1.57378       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.329054e+01	(1.688763e-03 1.646230e-02 1.100000e-02)	2
1.57378       	p_rgh         	3.614158e+02	(1.831505e-01 -1.110677e-02 1.100000e-02)	7	7.057990e+04	(1.111600e+00 -1.182761e-01 1.100000e-02)	9
1.57378       	omega         	1.273504e+02	(1.085163e+00 -3.744965e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57419       	U             	(-1.439798e+00 1.037262e-01 -1.228631e-29)	(1.477700e-02 1.528384e-02 1.100000e-02)	0	(1.307425e+01 3.399883e+00 1.127333e-25)	(-2.033419e-04 4.658882e-02 1.100000e-02)	2
1.57419       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273415e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57419       	p_rgh         	1.562518e+03	(6.166604e-02 1.610674e-02 1.100000e-02)	6	1.929368e+05	(5.973256e-02 1.264604e-02 1.100000e-02)	6
1.57419       	omega         	1.272036e+02	(1.085164e+00 -3.612209e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57458       	U             	(-7.157450e-01 -4.679074e-02 -1.751484e-29)	(1.501738e-02 1.594787e-02 1.100000e-02)	0	(7.683445e+00 2.710755e+00 5.972895e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.57458       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273383e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57458       	p_rgh         	1.371776e+03	(6.492197e-02 1.573802e-02 1.100000e-02)	6	7.050079e+04	(1.111600e+00 -1.182761e-01 1.100000e-02)	9
1.57458       	omega         	1.270280e+02	(1.085164e+00 -3.612209e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57497       	U             	(-8.523425e-01 -2.934705e-03 -3.231937e-28)	(6.559650e-03 1.594038e-02 1.100000e-02)	0	(1.081060e+01 2.138175e+00 2.982902e-27)	(9.343334e-03 1.885523e-02 1.100000e-02)	0
1.57497       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273853e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57497       	p_rgh         	1.709214e+03	(3.021545e-02 1.703620e-02 1.100000e-02)	1	7.044184e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.57497       	omega         	1.268771e+02	(1.085164e+00 -3.612209e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57534       	U             	(-1.111541e+00 6.603046e-02 -3.253760e-30)	(7.600991e-03 1.591791e-02 1.100000e-02)	0	(1.145372e+01 6.719155e-01 1.618061e-27)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.57534       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.280674e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57534       	p_rgh         	1.686583e+03	(3.229855e-02 1.663792e-02 1.100000e-02)	1	7.041231e+04	(1.111600e+00 -1.180963e-01 1.100000e-02)	9
1.57534       	omega         	1.267359e+02	(1.092717e+00 -3.799910e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57572       	U             	(-1.058854e+00 -3.396530e-02 -8.954452e-28)	(9.406554e-03 1.577183e-02 1.100000e-02)	0	(1.140610e+01 1.812809e+00 9.781597e-28)	(1.473220e-02 1.961469e-02 1.100000e-02)	0
1.57572       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.286717e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57572       	p_rgh         	1.671626e+03	(3.415096e-02 1.642380e-02 1.100000e-02)	1	7.037305e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.57572       	omega         	1.265782e+02	(1.092717e+00 -3.799910e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57613       	U             	(-7.852961e-01 -1.475376e-01 -4.777288e-27)	(1.878237e-02 1.441176e-02 1.100000e-02)	0	(3.820374e+00 9.081179e-01 1.033983e-26)	(1.774056e-02 1.748646e-02 1.100000e-02)	0
1.57613       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.280206e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57613       	p_rgh         	1.743564e+03	(2.665993e-02 1.349031e-02 1.100000e-02)	1	1.514339e+05	(3.017755e-02 1.601575e-02 1.100000e-02)	1
1.57613       	omega         	1.264033e+02	(1.092718e+00 -3.666825e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57654       	U             	(-1.255273e+00 -1.446610e-02 -4.651874e-28)	(3.960189e-02 1.233230e-02 1.100000e-02)	1	(9.629806e+00 1.617653e+00 9.666610e-28)	(1.919876e-02 1.911626e-02 1.100000e-02)	0
1.57654       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.286387e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57654       	p_rgh         	1.715747e+03	(2.906164e-02 1.732973e-02 1.100000e-02)	1	7.032332e+04	(1.111600e+00 -1.176861e-01 1.100000e-02)	9
1.57654       	omega         	1.262168e+02	(1.092718e+00 -3.666825e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57693       	U             	(-8.891891e-01 -3.221388e-01 -1.498725e-26)	(7.593396e-03 1.572738e-02 1.100000e-02)	0	(1.039355e+01 3.343231e-01 5.049034e-27)	(1.002959e-02 4.541539e-02 1.100000e-02)	0
1.57693       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.249525e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57693       	p_rgh         	1.690270e+03	(3.171182e-02 1.719269e-02 1.100000e-02)	1	7.029913e+04	(1.111600e+00 -1.175718e-01 1.100000e-02)	9
1.57693       	omega         	1.260682e+02	(1.092718e+00 -3.666825e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57733       	U             	(-7.700879e-01 -5.347228e-02 -3.128764e-27)	(6.728810e-03 1.588322e-02 1.100000e-02)	0	(1.053626e+01 1.623730e+00 1.183831e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.57733       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.275709e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57733       	p_rgh         	1.667091e+03	(3.416891e-02 1.691281e-02 1.100000e-02)	1	7.029200e+04	(1.111600e+00 -1.174524e-01 1.100000e-02)	9
1.57733       	omega         	1.259400e+02	(1.092718e+00 -3.666825e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57774       	U             	(-5.172412e-01 -2.404271e-01 -1.257784e-26)	(7.597550e-03 1.583160e-02 1.100000e-02)	0	(7.048735e+00 2.466216e+00 5.169176e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.57774       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.277643e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57774       	p_rgh         	1.638566e+03	(3.706519e-02 1.675658e-02 1.100000e-02)	1	7.026675e+04	(1.111600e+00 -1.173277e-01 1.100000e-02)	9
1.57774       	omega         	1.258149e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57812       	U             	(-6.455327e-01 -6.341995e-02 -7.967168e-27)	(7.594015e-03 1.574291e-02 1.100000e-02)	0	(1.096455e+01 3.016942e+00 9.096735e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.57812       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.270697e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57812       	p_rgh         	1.616209e+03	(3.940894e-02 1.649100e-02 1.100000e-02)	1	1.222841e+05	(3.739546e-03 2.267166e-02 1.100000e-02)	2
1.57812       	omega         	1.256150e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57851       	U             	(-3.858961e-01 -3.541211e-02 -7.113628e-27)	(8.308923e-03 1.578536e-02 1.100000e-02)	0	(1.173257e+01 8.533834e-01 2.466242e-27)	(6.923455e-03 2.503296e-02 1.100000e-02)	0
1.57851       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273515e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57851       	p_rgh         	1.599690e+03	(4.112385e-02 1.594843e-02 1.100000e-02)	6	7.023440e+04	(1.111600e+00 -1.173277e-01 1.100000e-02)	9
1.57851       	omega         	1.254429e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57889       	U             	(-5.549160e-01 -7.941750e-02 -1.735831e-26)	(7.951362e-03 1.580823e-02 1.100000e-02)	0	(1.168313e+01 8.606863e-01 1.455458e-27)	(8.957020e-03 1.838875e-02 1.100000e-02)	0
1.57889       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273143e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57889       	p_rgh         	1.587780e+03	(4.253262e-02 1.561837e-02 1.100000e-02)	6	7.020165e+04	(1.111600e+00 -1.170614e-01 1.100000e-02)	9
1.57889       	omega         	1.252934e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57927       	U             	(-1.273604e+00 -8.753758e-02 -4.233193e-28)	(2.723897e-02 1.410980e-02 1.100000e-02)	1	(3.711296e+00 8.348991e-01 1.475795e-26)	(3.872421e-02 1.639395e-02 1.100000e-02)	1
1.57927       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273067e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57927       	p_rgh         	1.569735e+03	(4.434927e-02 1.557823e-02 1.100000e-02)	6	7.017916e+04	(1.111600e+00 -1.170614e-01 1.100000e-02)	9
1.57927       	omega         	1.251631e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57966       	U             	(-3.109154e-01 -4.888926e-01 -2.690019e-27)	(9.036412e-03 1.576544e-02 1.100000e-02)	0	(3.713991e+00 9.105846e-01 2.224760e-26)	(4.219464e-02 1.617461e-02 1.100000e-02)	6
1.57966       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273412e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57966       	p_rgh         	1.573744e+03	(4.545860e-02 1.545090e-02 1.100000e-02)	6	7.014911e+04	(1.111600e+00 -1.169192e-01 1.100000e-02)	9
1.57966       	omega         	1.250527e+02	(1.100271e+00 -3.721441e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58005       	U             	(-7.431721e-01 -8.091494e-01 -7.449637e-26)	(8.310718e-03 1.583051e-02 1.100000e-02)	0	(1.004732e+01 9.143926e-01 1.361066e-27)	(8.031466e-03 1.782024e-02 1.100000e-02)	0
1.58005       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273795e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.58005       	p_rgh         	-8.157940e+03	(1.039600e+00 -1.098907e-01 1.100000e-02)	9	7.233493e+04	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.58005       	omega         	1.248692e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58043       	U             	(-1.058109e+00 -4.213045e-01 -4.792340e-26)	(9.406554e-03 1.577183e-02 1.100000e-02)	0	(1.178788e+01 7.447973e-01 1.274340e-26)	(1.924562e-02 2.646685e-02 1.100000e-02)	0
1.58043       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.272814e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.58043       	p_rgh         	-8.091925e+03	(1.032014e+00 -1.113037e-01 1.100000e-02)	9	7.268860e+04	(1.047245e+00 -8.719911e-02 1.100000e-02)	8
1.58043       	omega         	1.247008e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58082       	U             	(-2.283050e-01 -6.299580e-01 -4.700764e-27)	(9.773718e-03 1.560475e-02 1.100000e-02)	0	(1.039956e+01 1.082982e+00 2.370364e-27)	(9.688492e-03 1.818553e-02 1.100000e-02)	0
1.58082       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.343683e+01	(1.685361e-02 1.798948e-02 1.100000e-02)	0
1.58082       	p_rgh         	-7.937362e+03	(1.016854e+00 -1.097649e-01 1.100000e-02)	9	7.041587e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58082       	omega         	1.245445e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58121       	U             	(-1.281931e-01 -1.623233e-01 -1.520862e-26)	(1.033575e-02 1.545430e-02 1.100000e-02)	0	(3.365249e+00 6.196162e-01 2.086057e-25)	(2.061574e-01 -2.983646e-03 1.100000e-02)	7
1.58121       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.352860e+01	(1.596477e-02 1.795752e-02 1.100000e-02)	0
1.58121       	p_rgh         	-7.944002e+03	(1.016854e+00 -1.097649e-01 1.100000e-02)	9	7.096174e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58121       	omega         	1.244035e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58159       	U             	(-3.617257e-01 -1.684150e-01 -2.034634e-27)	(9.963920e-03 1.565130e-02 1.100000e-02)	0	(1.396524e+00 1.752052e+00 9.995170e-26)	(1.055881e-02 1.625944e-02 1.100000e-02)	0
1.58159       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.524578e+01	(1.553509e-02 1.814326e-02 1.100000e-02)	0
1.58159       	p_rgh         	-7.634431e+03	(9.865360e-01 -1.066277e-01 1.100000e-02)	9	2.669264e+05	(9.337088e-01 -7.292041e-02 1.100000e-02)	8
1.58159       	omega         	1.242702e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58198       	U             	(-3.076952e+00 -1.913985e-01 -3.966873e-27)	(9.415307e-03 1.599282e-02 1.100000e-02)	0	(5.756478e+00 6.592803e-01 1.884621e-26)	(1.488596e-02 1.808388e-02 1.100000e-02)	0
1.58198       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.637980e+01	(1.466846e-02 1.797767e-02 1.100000e-02)	0
1.58198       	p_rgh         	-7.914855e+03	(1.024434e+00 -1.106048e-01 1.100000e-02)	9	1.375859e+05	(9.790107e-01 -9.672417e-02 1.100000e-02)	9
1.58198       	omega         	1.241413e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58237       	U             	(-3.293818e-01 -1.423133e-02 -2.408032e-26)	(1.149147e-02 1.527245e-02 1.100000e-02)	0	(3.633418e+00 6.903366e-01 4.288681e-25)	(2.111087e-01 -3.354053e-03 1.100000e-02)	7
1.58237       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.589110e+01	(1.446227e-02 1.813350e-02 1.100000e-02)	0
1.58237       	p_rgh         	-6.305033e+03	(8.657556e-01 -5.156313e-02 1.100000e-02)	8	7.034843e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58237       	omega         	1.240227e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58276       	U             	(-6.489127e-02 -3.118519e-01 -4.036445e-27)	(9.027265e-03 1.553481e-02 1.100000e-02)	0	(3.632731e+00 6.027264e-01 5.002049e-26)	(2.061401e-01 -3.418937e-03 1.100000e-02)	7
1.58276       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.829873e+01	(1.383499e-02 1.820697e-02 1.100000e-02)	0
1.58276       	p_rgh         	-6.142678e+03	(8.580098e-01 -6.621531e-02 1.100000e-02)	8	7.179489e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58276       	omega         	1.239124e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58315       	U             	(-3.129548e-01 -1.002866e-01 -2.125418e-26)	(1.168723e-02 1.523106e-02 1.100000e-02)	0	(7.824927e+00 8.267393e-01 9.794661e-27)	(1.405359e-02 1.845410e-02 1.100000e-02)	0
1.58315       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.986990e+01	(1.321232e-02 1.814841e-02 1.100000e-02)	0
1.58315       	p_rgh         	-6.054048e+03	(8.580303e-01 -6.449040e-02 1.100000e-02)	8	7.215681e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58315       	omega         	1.238086e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58355       	U             	(-1.285323e+00 -2.132993e-02 -3.625655e-27)	(1.717202e-02 1.456125e-02 1.100000e-02)	0	(6.555591e+00 9.024119e-01 7.987896e-27)	(1.363331e-02 1.836507e-02 1.100000e-02)	0
1.58355       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.996575e+01	(1.300858e-02 1.817199e-02 1.100000e-02)	0
1.58355       	p_rgh         	-6.059311e+03	(8.580409e-01 -6.359537e-02 1.100000e-02)	8	7.209317e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58355       	omega         	1.237112e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58394       	U             	(-8.510686e-01 -2.932752e-01 -2.863042e-27)	(1.150549e-02 1.562881e-02 1.100000e-02)	0	(4.230368e+00 6.919062e-01 2.563639e-26)	(2.111659e-01 -1.931598e-03 1.100000e-02)	7
1.58394       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	2.035347e+01	(1.239874e-02 1.811516e-02 1.100000e-02)	0
1.58394       	p_rgh         	-6.058129e+03	(8.350125e-01 -8.628552e-02 1.100000e-02)	9	7.194733e+04	(1.111600e+00 -1.191290e-01 1.100000e-02)	9
1.58394       	omega         	1.236170e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58433       	U             	(-3.499252e-01 -1.115795e-01 -4.437945e-29)	(1.037536e-02 1.645766e-02 1.100000e-02)	0	(9.795488e+00 1.049860e+00 1.261334e-26)	(1.180828e-02 1.831090e-02 1.100000e-02)	0
1.58433       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.917712e+01	(1.179845e-02 1.806089e-02 1.100000e-02)	0
1.58433       	p_rgh         	-6.111036e+03	(8.580518e-01 -6.267791e-02 1.100000e-02)	8	7.180353e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58433       	omega         	1.235072e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58473       	U             	(-1.389875e+00 -4.272818e-01 -2.569590e-26)	(1.585064e-02 1.501460e-02 1.100000e-02)	0	(9.150429e+00 9.613212e-01 1.871484e-26)	(1.180828e-02 1.831090e-02 1.100000e-02)	0
1.58473       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.830513e+01	(1.140191e-02 1.798633e-02 1.100000e-02)	0
1.58473       	p_rgh         	-6.047894e+03	(8.583327e-01 -3.899541e-02 1.100000e-02)	8	7.166693e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58473       	omega         	1.234042e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58512       	U             	(-9.289426e-01 -1.676490e-01 -1.418290e-27)	(1.413017e-02 1.503132e-02 1.100000e-02)	0	(6.304859e+00 7.727451e-01 1.293610e-26)	(1.200075e-02 1.816141e-02 1.100000e-02)	0
1.58512       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.615146e+01	(1.140191e-02 1.798633e-02 1.100000e-02)	0
1.58512       	p_rgh         	-6.050894e+03	(8.350241e-01 -8.538934e-02 1.100000e-02)	9	7.156533e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58512       	omega         	1.233063e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58551       	U             	(-1.825311e+00 -5.306369e-01 -7.860300e-27)	(1.456325e-02 1.527593e-02 1.100000e-02)	0	(1.015365e+01 1.537218e+00 9.658261e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.58551       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.412296e+01	(1.101419e-02 1.803172e-02 1.100000e-02)	0
1.58551       	p_rgh         	-6.120908e+03	(8.507724e-01 -3.839773e-02 1.100000e-02)	8	7.148770e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58551       	omega         	1.232124e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58591       	U             	(-4.107892e-01 -1.349074e+00 -5.469011e-26)	(5.557412e-03 1.612801e-02 1.100000e-02)	2	(1.012406e+01 1.540749e+00 9.619294e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.58591       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.525966e+01	(1.062589e-02 1.795965e-02 1.100000e-02)	0
1.58591       	p_rgh         	-6.093066e+03	(8.582844e-01 -4.306659e-02 1.100000e-02)	8	7.142325e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58591       	omega         	1.231221e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58631       	U             	(-1.413593e+00 -1.284975e-01 -2.928579e-27)	(1.541351e-02 1.501256e-02 1.100000e-02)	0	(1.008862e+01 1.547905e+00 9.684175e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.58631       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.496270e+01	(1.024169e-02 1.789028e-02 1.100000e-02)	0
1.58631       	p_rgh         	-5.939517e+03	(8.279015e-01 -5.076946e-02 1.100000e-02)	8	7.130460e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.58631       	omega         	1.230343e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5867        	U             	(-1.598742e+00 -3.777787e-01 -9.818254e-27)	(1.651959e-02 1.513744e-02 1.100000e-02)	0	(1.007103e+01 1.545034e+00 9.370907e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.5867        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.479454e+01	(9.674983e-03 1.784423e-02 1.100000e-02)	0
1.5867        	p_rgh         	-5.977540e+03	(8.431437e-01 -4.321711e-02 1.100000e-02)	8	7.128029e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.5867        	omega         	1.229475e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5871        	U             	(-1.696666e+00 -3.784337e-01 -6.474534e-27)	(1.585866e-02 1.522146e-02 1.100000e-02)	0	(8.467432e+00 1.455767e+00 3.203246e-27)	(9.683877e-03 1.806893e-02 1.100000e-02)	0
1.5871        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273403e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5871        	p_rgh         	-5.951165e+03	(8.354821e-01 -5.023966e-02 1.100000e-02)	8	7.066680e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.5871        	omega         	1.228609e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5875        	U             	(-1.912916e+00 -1.722478e+00 -8.428107e-25)	(8.581911e-01 -5.093351e-02 1.100000e-02)	8	(7.977148e+00 1.214016e+00 4.278058e-27)	(9.683877e-03 1.806893e-02 1.100000e-02)	0
1.5875        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273403e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5875        	p_rgh         	-6.445284e+03	(8.657021e-01 -5.622040e-02 1.100000e-02)	8	7.120441e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.5875        	omega         	1.227751e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5879        	U             	(-2.339299e+00 -1.628837e+00 -2.667511e-25)	(8.581360e-01 -5.557835e-02 1.100000e-02)	8	(7.455769e+00 2.598700e+00 5.394193e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.5879        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273404e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5879        	p_rgh         	-5.880888e+03	(8.354097e-01 -5.579040e-02 1.100000e-02)	8	7.106445e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.5879        	omega         	1.226906e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5883        	U             	(-1.668159e+00 -1.849693e+00 -7.692602e-26)	(1.585064e-02 1.501460e-02 1.100000e-02)	0	(1.001565e+01 1.548180e+00 9.739504e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.5883        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273404e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5883        	p_rgh         	-5.455783e+03	(8.353340e-01 -6.160487e-02 1.100000e-02)	8	3.178074e+05	(8.504831e-01 -6.201687e-02 1.100000e-02)	8
